gene,ADRG1,ADRG2,AORT1,AORT2,BFAT1,BFAT2
Ttll7,7.203,6.83367,7.48889,7.29918,6.1902,6.09961
Rnf186,5.00741,4.97738,4.81482,4.90449,4.70853,4.63776
Olfr1131,6.57832,6.65936,5.58212,5.39278,5.4396,5.2241
Gm9799,4.5421,4.60927,4.60066,4.45865,4.15653,3.82509
Rbbp4,10.372,10.3464,9.46828,9.40044,9.16392,9.12774
4930512B01Rik,6.0739,5.98632,5.21744,5.26189,4.96859,4.86309
Gm9806,4.68921,4.78616,4.51013,4.51423,4.14424,4.26877
Tulp4,9.18568,9.2181,8.89836,8.91668,8.0527,8.07623
Gm9867,7.00725,6.84209,6.30691,6.44022,6.55559,6.21486
Cd1d2,5.85609,5.96512,5.08366,5.40606,5.19752,5.05946
Man2a1,11.0036,10.8847,9.28016,9.05548,8.27962,8.45016
6330403A02Rik,5.66061,5.73746,8.29514,8.6501,5.24786,5.19655
Dlc1,8.14293,8.2327,9.23621,9.22173,8.59158,8.66309
1810058I24Rik,8.91427,8.73407,8.61899,8.64715,7.74116,7.67775
Tssc4,5.96871,5.91664,5.45451,5.61511,5.32879,5.12645
Hoxa13,5.33086,5.3147,4.68745,4.68629,4.59272,4.50658
Mctp2,4.68881,4.65853,4.35928,4.38725,3.79643,3.82143
Klhdc9,5.63442,5.43421,4.71996,4.71772,4.57326,4.40023
Galt,8.74588,8.58107,8.30757,8.38863,7.82251,7.92339
Tsc22d4,7.34999,7.35243,6.89776,7.09002,6.10762,6.08856
Tssk3,6.33819,6.37794,5.48361,5.60592,5.98454,5.61584
Nfs1,9.2299,9.21933,8.49696,8.56064,8.64373,8.61454
Tm9sf4,9.26811,9.18872,8.77564,8.70682,8.51473,8.59069
Slc12a9,7.91679,7.85644,7.57664,7.78431,7.3268,7.10586
Olfr1087,5.13771,5.23757,4.67994,4.73508,4.21349,4.41914
H2-M1,4.47593,4.57732,4.28399,4.50101,3.90104,4.09385
Klrb1a,4.54986,4.37522,4.04684,3.98504,3.79062,3.69041
Cct6b,5.4171,5.22111,4.78543,4.78859,4.69098,4.68781
Hoxd3,6.32373,6.19927,4.91678,5.06632,4.68759,4.60002
Kdm4b,7.9694,7.87645,7.45423,7.50608,6.98792,7.02195
Olfr303,5.23861,5.48101,4.46167,4.89976,4.87663,4.72693
Gm4788,6.17768,6.31259,5.37129,5.17526,3.57051,3.43339
Mir133a-2,3.91726,3.96679,3.59296,3.71189,3.42601,3.21248
Rab3c,8.98523,8.88003,5.20163,4.21387,3.84097,3.72467
Trim30e-ps1,5.40942,5.21213,4.92246,4.94217,4.38585,4.5039
A4gnt,5.7084,5.65558,5.2989,5.25113,4.86042,4.8726
Ppp1r2-ps9,5.56784,5.54268,4.95621,5.10649,5.04975,4.85087
Srgap3,7.73236,7.45196,6.57129,6.46623,5.00571,5.04413
Ubd,4.67111,4.62165,4.22722,4.35185,4.07676,4.02301
Znrf1,8.88442,8.95785,8.68016,8.66115,8.47902,8.33026
Olfr1413,5.91963,5.92532,5.64136,5.712,5.55387,5.33211
Gm12181,8.23437,8.11899,6.75032,6.74446,6.3063,6.41371
Sec23b,9.69542,9.67459,8.54842,8.45758,8.22101,8.39671
Tmem214,9.44705,9.46008,8.89796,8.90151,8.12292,8.15917
Efcab4a,5.71495,5.71092,5.50536,5.57462,4.84011,5.02235
Spata1,6.08054,5.98072,5.51504,5.625,5.41443,5.55554
Qrich1,9.80701,9.65983,9.22972,9.0424,8.8315,8.98987
n-R5s168,5.32867,4.90009,4.58344,4.79076,4.24745,4.42187
Cd209f,4.26714,4.68011,7.072,7.12892,6.05884,6.49072
Gpr114,6.1408,6.32435,5.793,6.11286,5.56462,5.58747
AU023871,5.50265,5.41889,5.66055,5.77415,4.84754,4.70339
Atf7,9.73539,9.73596,9.51053,9.45136,9.04521,9.13918
Ylpm1,9.01352,8.99908,8.55076,8.40209,7.9337,7.94816
Arhgef26,5.75661,5.7361,5.6762,5.42678,5.24339,5.28815
Hoxc11,4.44174,4.40344,4.69532,4.8052,4.17771,4.27818
Podxl,9.34996,9.16059,8.41558,8.30488,8.38704,8.49412
Nlrp4b,4.27248,4.41948,3.98163,3.87029,3.52962,3.67741
Polr3f,7.55031,7.59987,6.87117,6.79333,6.45378,6.64615
Vmn1r25,5.19308,5.21334,4.68196,4.56501,4.37139,4.32691
Sik1,8.6642,8.14777,7.6706,7.33715,7.13057,7.26664
Diexf,7.68943,7.70062,7.271,7.25902,6.8042,6.95431
Tlx2,6.42171,6.23472,5.52952,5.59556,5.08134,4.85291
n-R5s152,6.12152,6.16792,5.61588,5.54204,5.05616,4.96771
Nip7,6.72268,6.73562,5.72926,5.6324,4.9298,5.09984
Dnm2,9.72598,9.6613,8.93594,8.93944,8.71826,8.77633
Madcam1,5.4815,5.39008,4.50104,4.58316,4.83311,4.47905
Thg1l,7.69688,7.639,6.88908,7.12174,6.2531,6.6477
Lypd3,6.11951,5.94788,5.57813,5.7409,5.54359,5.38219
Psd3,9.18176,9.18099,8.07069,8.04665,7.20202,7.34947
Mark1,7.20983,6.91725,8.12128,8.10147,5.33784,5.53978
Gfm2,7.73937,7.89574,7.67371,7.73996,7.7204,7.8569
Tsnax,8.1128,7.86981,7.45718,7.31751,7.30183,7.45376
Epb4.1l2,8.66647,8.84878,9.43995,9.24552,9.02462,9.15297
Syp,8.30349,8.1354,7.20131,6.93245,6.4617,6.63751
Gfpt2,6.72729,6.81289,8.52093,8.25644,6.46825,6.58821
Klb,6.56989,7.511,8.75182,8.65294,8.78754,8.94127
Kcnh2,8.0885,7.78882,7.38614,7.56835,5.29335,5.23579
Zmiz2,8.79293,8.6396,8.3149,8.35146,7.91248,7.84776
Socs2,7.18865,7.25497,6.75181,6.83986,6.08426,6.40915
Gm14207,5.20319,4.92934,4.78494,4.68912,4.6146,4.56246
Olfr1053,5.55656,5.46416,5.2838,5.03061,4.78499,4.51214
Sult6b1,4.17556,4.06814,3.95789,3.92886,3.49654,3.59772
Parg,8.66935,8.59441,7.99583,7.86605,7.31346,7.50578
Gm4822,4.93648,4.8579,4.54554,4.5602,4.48539,4.30527
Olfr488,6.84147,7.04275,5.92215,6.0102,5.52135,5.40668
Kcnh3,6.31176,6.38875,5.81514,5.97653,5.63733,5.51476
Zxdc,8.2173,8.06768,7.43548,7.439,6.96249,6.93055
Ctsh,10.0492,9.97631,8.74762,8.5908,6.71331,6.99683
Il18rap,5.29683,5.17004,4.82776,4.72681,4.77578,4.79412
Dnajc8,8.41489,8.45593,7.71163,7.74579,7.28156,7.3712
Gm9887,6.88324,6.70156,6.33248,6.67724,6.2704,6.19493
Phf20,8.34315,8.27822,7.80229,7.75839,7.56717,7.46411
Fcer1g,9.61045,9.27525,8.29602,8.12893,6.99453,7.14496
Mir325,4.95306,5.07492,4.42972,4.28683,3.94541,3.97045
Gfra1,7.30805,7.36665,7.1351,7.09378,6.332,6.33163
Peli2,7.27948,7.46076,8.41024,8.57217,7.70119,7.97051
Arv1,7.41153,7.53711,6.94949,6.91989,6.48157,6.7309
Ap2b1,10.0855,10.0516,9.09471,8.98391,8.6067,8.77423
Krt18,6.53453,6.60942,6.91654,7.00041,4.82091,4.71095
Rpl24,8.56768,8.64153,8.13429,8.11187,7.94032,8.12034
Gphb5,5.52262,5.52434,5.02201,5.08435,4.78847,4.61476
Ncf4,5.58114,5.56641,5.09911,5.30954,4.70247,4.59691
Mab21l2,8.35864,8.47736,6.78787,6.8801,6.74914,7.00706
E230019M04Rik,4.72065,4.51274,4.02967,4.02551,3.79716,3.90945
Slc24a3,6.99771,7.65553,9.77572,9.91699,9.94912,10.0356
Gm11979,7.52068,7.66369,6.24094,6.38495,5.85218,5.58422
Pear1,7.62261,7.54961,7.35746,7.31032,7.01794,6.75784
1700010H22Rik,4.87537,4.73671,4.42034,4.47978,4.14583,4.09383
Nme1,7.70074,7.73197,6.98805,7.1289,6.56622,6.80748
Mettl2,8.42318,8.5241,7.6693,7.63335,7.19855,7.33618
Ndp,4.99336,5.01959,4.94092,5.11521,4.42155,4.41568
Luc7l,8.93175,8.85324,8.09668,7.9949,7.73506,7.72938
Clcn5,8.40053,8.51717,6.26408,6.10517,5.85482,5.95506
Atg3,9.09548,9.1829,9.13926,8.92379,8.79828,8.94062
Gpr88,6.04776,6.24959,5.32239,5.53794,5.22184,5.13192
3110043A19Rik,6.18807,6.06053,5.8796,5.89296,5.76297,5.7708
Serinc1,11.2643,11.3266,10.7334,10.6167,10.7169,10.6943
Slc7a6os,7.24912,7.36492,7.1835,7.15157,6.87567,6.85885
Rnf38,9.04409,9.01686,8.67615,8.56359,8.13396,8.1325
2810002D19Rik,7.08296,7.10522,7.01934,6.89542,6.55585,6.9423
Golga5,7.71273,7.6962,7.1019,7.15185,6.63621,6.93753
Ppdpf,10.0965,9.93286,9.83143,9.86741,9.46816,9.54203
CT573017.1,5.09474,5.03702,4.41827,4.30301,4.2062,3.972
Cish,6.72153,7.44916,8.2331,8.56308,8.11882,8.86636
AI607873,8.7743,8.74294,7.83325,7.84344,7.56546,7.98426
Atf3,6.55546,6.44307,8.15798,6.50764,6.06923,5.87846
Bclaf1,9.07025,9.04474,8.38425,8.06316,7.58252,7.73348
Sft2d3,7.73466,7.5865,7.03811,7.19213,7.00628,6.87347
Arl6ip4,8.04538,8.09711,7.46993,7.89139,7.39141,7.61845
2410137M14Rik,5.11218,5.10826,4.73902,4.76679,4.82383,4.63046
Tnfsf14,4.65684,4.67252,4.32414,4.26273,4.08852,3.94371
Znrf3,8.55437,8.41124,7.22138,7.25646,6.79355,6.91245
Mocos,6.12716,6.27192,5.91161,6.10038,5.64,5.67724
Slc22a22,5.14537,5.08986,4.46908,4.3969,4.16833,3.91009
Rnaseh2b,7.61381,7.50244,6.45724,6.39003,6.05086,6.14064
Cpsf4l,5.61103,5.62694,5.52491,5.66866,5.19786,5.10062
Gm8770,6.60833,6.53454,5.97739,5.73121,5.74743,6.00376
Fabp2,4.99652,5.03262,4.2805,4.29595,3.8117,3.75885
SNORD58,11.9261,11.7465,11.1227,10.9921,10.9091,10.7735
Tasp1,7.31764,7.4668,6.66474,6.51737,6.10528,6.24945
Stk19,7.86609,7.76848,6.8825,7.10766,6.63219,6.66594
Ngfrap1,9.74775,9.65738,7.41242,7.27156,4.99264,5.07176
Gm16485,4.92878,4.81521,4.9038,5.27339,3.90123,3.75675
Dtx2,7.66048,7.85135,8.13917,8.17115,7.85735,8.03534
Isl1,7.26288,7.18223,5.94894,5.57287,4.73492,4.72368
Car4,7.52793,8.18191,9.70667,9.6663,9.98409,10.1046
Mrgprb2,4.38998,4.46361,4.31706,4.1701,3.8501,3.78603
Eefsec,8.47426,8.45611,7.69134,7.70629,7.3011,7.08687
Gm8840,6.31785,6.73082,6.76324,6.76408,5.61031,6.32326
Gcg,5.61243,5.63341,5.12317,5.24016,4.94526,4.68968
Akr1b7,12.247,11.8663,4.59777,4.78906,4.47741,4.61232
Eif4b,10.4754,10.3923,9.59115,9.58716,9.1333,9.15012
Kif21b,6.522,6.40895,5.64198,5.49174,4.77847,4.73739
Bzrap1,6.07456,6.09418,5.37524,5.34641,5.16937,5.0722
Gm10574,5.52693,5.47803,4.93482,5.15444,4.78872,4.4691
Foxo3,8.36031,8.40242,7.36329,7.61619,6.48479,6.31857
Zfp418,6.61439,6.42018,6.44003,6.39187,5.83946,6.17789
Noc3l,8.32592,8.44256,7.6323,7.42727,7.22851,7.32062
1700009P17Rik,6.24031,6.13571,5.56353,5.61962,5.21586,5.2066
1300002K09Rik,6.29344,6.32768,5.81559,5.83276,5.60131,5.36502
Phf7,6.45139,6.46303,6.1344,5.98631,6.17502,6.14371
1700123L14Rik,5.08966,5.12128,5.10129,5.01445,4.30841,4.15641
H2-T10,5.71222,5.57783,5.20644,5.42699,5.38427,5.40856
Mrpl22,7.29553,7.49026,6.60926,6.9264,6.49083,6.7078
Eif3g,9.21137,9.12285,8.76732,8.6946,8.07444,8.06458
Mansc1,7.59671,7.55038,6.99155,7.10409,5.75871,5.91212
D630036H23Rik,7.42893,7.31768,7.00104,6.94852,6.79643,6.50773
Neurog2,5.83047,5.76563,5.64011,5.69855,5.31713,5.34137
Evl,8.8643,8.68826,7.89499,7.88923,7.73825,7.66821
Pramel7,5.25041,5.36853,4.8524,4.95806,4.84057,4.65198
Bcl7b,9.36127,9.25493,8.86471,8.92389,8.39201,8.51566
Adamts13,5.8774,5.93128,5.60609,5.51826,5.00981,4.71566
Olfr1079,6.33915,6.45832,5.92434,5.96691,5.33256,5.30671
Adra1a,6.47291,6.88665,8.49219,8.67905,8.79474,9.04398
Phtf1,7.61298,7.62878,6.86079,6.74181,6.04755,6.12768
Padi3,5.94548,5.78223,5.29802,5.41206,5.38118,5.18779
Tceal8,9.02569,8.8823,7.63001,7.57095,6.95095,6.86277
Lypd5,6.27618,6.30614,5.94996,5.93743,5.63197,5.50818
Eif3d,9.69648,9.61069,8.91956,8.90292,8.3519,8.37379
Serpinb9,8.3194,8.17015,7.62745,7.38176,6.13894,6.3313
Ccdc21,6.97953,6.6984,5.87921,5.75533,5.7553,5.76485
Nupr1,7.78946,8.06396,9.53953,9.70488,8.40774,8.30707
1700001G17Rik,6.26572,6.2599,5.9756,5.9351,5.6478,5.71342
Sdha,11.2567,11.4304,11.9344,12.0046,12.2699,12.2552
Usp38,7.82527,7.93088,7.75504,7.66075,7.5117,7.80408
Olfr659,4.88642,5.0838,4.32914,4.51353,4.52861,4.15497
Kctd1,8.25125,8.11847,7.33321,7.41518,7.34174,7.43946
Gm16459,7.54855,7.56664,7.61867,7.57241,7.69785,7.72523
2700060E02Rik,8.46381,8.48487,7.81357,7.81366,7.42589,7.58626
Serpina12,4.8223,4.89448,4.36206,4.30237,4.33172,4.02759
A830092H15Rik,5.97597,5.96115,5.06311,5.10832,4.90853,4.91705
Gm15115,5.82014,5.80795,5.59506,5.64385,4.86219,4.68934
Ski,8.95957,8.88377,8.9799,9.01306,8.13952,8.18385
4930453N24Rik,7.9545,8.0678,7.74276,7.56323,7.56441,7.79645
Gng7,7.83614,7.88798,7.31525,7.33389,7.04367,7.00244
Gm15612,6.275,6.27641,6.02544,6.04506,5.59341,5.46184
Gdap1l1,6.87686,6.60375,5.52006,5.40813,4.84013,4.70244
Mrpl19,8.50505,8.19209,8.0458,8.03499,7.77092,7.95447
Olfr1183,4.4444,4.38124,3.67962,3.79409,3.56025,3.5688
Fgfr1op,7.67684,7.6003,6.92484,7.06371,6.66616,6.74643
Abca14,5.2616,5.44934,5.18061,5.21291,4.84958,4.54106
Nr1h5,4.44243,4.39547,4.03359,4.00324,3.77575,3.7177
Sox8,6.29193,6.07318,5.83194,5.70335,5.74076,5.36921
4930583I09Rik,5.06279,5.02278,4.61282,4.67056,4.53073,4.38565
Ctsw,5.45245,5.42948,4.78822,4.89486,4.65092,4.68897
Pard3,8.38751,8.29826,7.77415,7.81019,7.06737,7.14022
Uba3,9.57368,9.54624,9.26668,9.09446,9.24518,9.50581
Nphp4,6.83423,6.77543,6.39774,6.25355,5.82992,5.63882
Ets2,9.11554,9.04092,9.19173,9.05655,8.94453,8.92641
M5C1000I18Rik,5.25754,5.39387,4.93905,5.01106,4.69154,4.5764
Syna,6.39621,6.50206,5.70325,5.58791,5.58655,5.17749
Odf3l2,5.01608,4.90844,4.53295,4.66982,4.55298,4.4721
Plxna2,7.87046,7.92374,8.30248,8.08628,7.735,7.69662
Grin1,7.04818,7.03939,5.60882,5.65715,5.24607,5.27837
Gm4924,4.02024,4.12893,3.51038,3.38377,3.04939,3.05242
Cars,7.78645,7.76579,7.16498,7.14928,7.02625,6.76367
Ugt3a1,5.33046,5.39035,4.5957,4.69293,4.54388,4.19354
Tktl1,5.1489,5.18306,4.71254,4.78136,4.31711,4.53771
Star,13.2224,13.1441,5.11719,5.1864,4.78056,4.88247
Rfx8,5.50152,5.62105,4.96434,4.95587,4.63994,4.66968
Olfr520,4.70716,4.78289,4.36745,4.39096,4.12102,4.01417
Hif1an,7.39687,7.28375,7.1995,7.25234,7.35057,7.4057
H2-Q5,7.49142,7.6894,7.08362,7.4522,7.03003,7.50207
Rev3l,8.71915,8.70822,7.90322,7.79047,7.36147,7.5813
Man2a2,9.57442,9.55117,8.91727,8.99331,8.96591,8.99898
Mrps5,8.19971,8.29718,8.07485,8.10139,7.87017,8.12997
Pqlc3,8.28349,8.32061,8.33313,8.04823,8.40363,8.47244
Tmem91,7.51525,7.57543,7.45733,7.64489,7.23148,6.7566
Mrpl18,8.35634,8.25867,8.64169,8.87606,8.83469,9.17185
Ttc27,7.14205,7.24099,6.0339,5.95207,5.63078,5.69585
Cpeb2,9.21715,9.20837,7.81991,7.8835,7.56239,7.79
Cebpd,5.53882,5.51821,5.35282,5.18896,4.59664,4.71317
Spire1,7.47403,7.49199,7.11637,7.0673,6.98566,7.17534
Afap1,7.82866,7.89338,8.1219,8.1918,7.204,7.42688
Pppde1,8.15479,8.09906,8.30754,8.10055,7.41654,7.56793
Dgkz,7.84254,7.78458,7.37045,7.41935,6.66023,6.57544
Taar7b,5.36623,5.49077,5.31256,5.22999,5.11719,4.93492
U1,5.11477,5.26816,4.87082,4.89745,4.39489,4.38411
Rtp4,7.88502,8.0279,6.628,7.35265,6.6139,7.3468
Nubpl,6.66262,6.78528,6.2409,5.95759,6.23561,6.05059
1700017G19Rik,4.86524,5.01549,4.64641,4.76009,4.38561,4.20725
Scn1a,4.95233,4.89412,4.15561,4.07095,3.88309,3.84619
Tal1,6.71496,6.57005,6.43059,6.39509,6.18751,6.11683
Zfp958,6.96034,7.08471,6.02018,5.91566,5.80808,5.82765
Slc16a4,5.07279,5.21427,4.60858,4.76128,4.12434,3.99769
Cx3cr1,8.15574,8.26001,6.88614,6.77112,6.51862,6.45859
Tsc22d3,8.66786,8.57562,7.85405,7.86254,7.61268,7.66306
AI606181,6.52647,6.6588,6.06057,5.90948,5.74047,5.6178
1700049L16Rik,6.90153,7.0399,6.69369,6.62775,6.33485,6.0719
SNORA65,6.30977,6.42171,5.6317,5.37867,5.33618,5.09401
Shroom2,6.48849,6.39781,5.64346,5.75115,5.11906,5.08137
Lgi3,7.84117,7.92188,6.36722,6.67748,5.16243,4.95943
Abcg2,7.97829,8.06597,7.45753,7.28983,6.67552,6.82021
Gm5346,5.05552,5.42655,4.85629,5.01317,5.8463,5.92406
AC168070.1,4.99628,5.07576,4.63535,4.63115,4.7537,4.50167
Khdc1b,5.04372,4.93416,4.4366,4.5163,4.13942,4.09514
Krtap13,4.50897,4.41618,4.08711,4.06932,3.55426,3.5606
Stmn2,9.07679,8.08644,8.44011,6.56687,5.95561,5.9082
Itgav,9.67,9.62316,8.98889,8.92026,8.1763,8.13142
Emp3,11.9881,11.9343,9.67628,9.62431,7.16485,7.14036
Mrgprx1,4.99885,5.11804,4.56737,4.54439,3.95528,3.87217
2300002M23Rik,5.75735,5.7421,5.17335,5.36609,5.30764,4.94245
Gm6689,10.5315,10.3949,10.0601,9.84434,9.20602,9.33612
Vmn1r44,4.9386,4.95387,5.06104,4.86607,4.23536,4.10942
Rps6ka2,7.79574,7.70048,6.61971,6.49977,7.0825,6.74341
Akr1d1,4.79259,4.71854,4.34543,4.25258,3.80966,3.52533
Mafg,9.03276,9.11207,8.13968,8.19613,7.92638,7.81474
4922501C03Rik,7.2251,7.16318,6.28112,6.45605,5.6728,5.83747
Eif3l,9.87601,9.88941,10.1316,9.99554,10.0052,10.1122
Efcab9,4.75652,4.77365,4.65918,4.65624,4.16374,4.18351
Cftr,4.96909,5.0031,4.47727,4.5338,4.35211,4.34105
Slfn2,6.97207,6.82628,6.12756,6.10485,5.1083,5.18468
Lsmd1,9.40938,9.12948,8.94843,9.15044,8.79654,8.97033
AC153912.1,7.27482,7.05536,6.47502,6.47722,5.65982,6.64508
Tubb6,9.30263,9.26204,7.62913,7.72148,6.49563,6.62599
Lrfn5,5.78941,5.74691,5.2761,5.15611,4.94671,4.90516
Olfr1094,5.06641,5.37384,4.95986,4.68131,3.93244,3.88589
Cldn8,4.5963,4.76673,4.17678,4.10464,3.96772,3.87232
Ptprcap,6.7613,6.74004,6.19166,6.42629,5.95322,5.84254
Pgap1,7.7659,7.95969,7.5793,7.32479,6.63152,6.95889
Vmn1r21,4.96416,5.02068,4.44722,4.33173,4.13716,3.7996
Tdh,4.93149,5.05384,5.28889,5.25886,4.42032,4.55744
Otud7a,6.56785,6.3119,5.54928,5.60258,5.48879,5.3615
Cse1l,10.6841,10.665,9.84446,9.5642,9.45908,9.43865
Amn,6.44424,6.53172,5.98814,6.02853,5.91141,6.06429
Ndrg4,7.73937,7.32203,7.42458,7.21855,5.52344,5.49941
Fbxl20,9.07343,9.05896,8.71559,8.83929,8.15305,8.43471
Dock10,8.75093,8.71993,7.60112,7.4058,6.24071,6.3554
Gm16519,8.54486,8.54914,8.09219,7.80504,7.93589,7.54903
Bdp1,8.11861,8.09894,7.89897,7.76045,7.36312,7.4846
Capn10,6.84568,6.68636,6.29113,6.14612,5.94833,6.03887
Pdlim3,5.90217,5.8946,9.91518,9.96331,8.51406,8.34308
2810428I15Rik,8.35006,8.31273,8.30233,8.34327,8.04528,8.28123
Gm9808,4.99076,4.73907,4.64502,4.48809,4.16549,4.34741
Gm10610,4.65661,4.64602,4.49216,4.29851,4.25731,3.9751
Gm10238,5.13103,5.14423,4.91359,5.02826,4.9065,4.65671
n-R5s28,6.4177,6.00483,6.072,6.23165,5.7317,5.96546
Ugt3a2,5.88586,5.89241,5.3043,4.851,5.18329,4.48316
SNORA36,5.67347,5.52586,5.49967,5.36652,4.61792,4.76842
1700039E15Rik,4.83707,4.96319,4.4129,4.55629,4.51282,4.30687
Tlr11,4.68072,4.77442,4.2625,4.39582,4.32169,4.11761
Ucn,6.04095,5.90591,5.71929,5.70341,5.78429,5.57457
Cc2d1b,7.95889,7.96318,7.23405,7.32205,6.58829,6.55926
Olfr1001-ps1,6.78722,6.75904,5.813,5.98606,5.74204,5.38164
Sh3rf2,5.6325,5.71728,7.9547,7.93532,5.28126,5.01896
6330403L08Rik,6.68961,6.69542,6.61877,6.84103,6.59894,6.49129
Ctcf,8.61581,8.61604,8.1095,8.16118,7.75051,7.82981
Col1a2,8.55148,8.64196,10.1548,10.0751,8.10875,8.23394
Scaf8,9.16242,9.18015,8.72035,8.6093,8.0258,8.17963
Neurod6,3.99961,4.01966,3.74717,3.66763,3.62999,3.39296
Wdr74,8.03835,8.03873,7.62517,7.48331,7.31405,7.31554
Gm10253,5.58794,5.81858,5.22248,5.27685,5.04197,4.72315
Zswim7,6.60954,6.69526,6.96499,6.73603,6.7492,6.79724
Gm10205,7.99641,7.95683,7.108,7.2718,6.89779,6.72462
Vmn1r181,4.98525,4.98878,4.41795,4.34143,4.15542,3.79881
Ghrl,7.25111,7.31093,6.80893,6.75499,6.4878,6.27663
Vmn2r74,4.92767,4.9578,4.31185,4.23925,4.37202,4.14759
Rnf165,7.07733,6.91718,5.72794,5.54952,5.22291,5.23743
Eif2b3,8.5144,8.6068,7.81463,7.65913,7.39266,7.5411
Marveld1,9.45798,9.50681,10.0426,10.221,9.20377,9.32802
Rps6kl1,7.09721,7.20029,6.85927,6.93038,6.4114,6.31308
Scn2a1,6.04221,5.93182,7.54461,7.31365,4.16918,4.28963
Elk4,8.65568,8.67526,8.71175,8.51124,8.58317,8.68975
Krt35,5.80186,5.98223,5.58585,5.88313,5.54697,5.13495
Slc11a1,8.19409,8.18358,7.16047,6.83181,6.61709,6.5908
Fbll1,6.32039,6.29998,5.89138,6.17956,5.89798,5.54374
Slc10a5,5.25021,4.99835,4.78788,4.78473,4.6892,4.58242
Tmem208,8.15809,8.30827,7.44936,7.34438,6.63803,6.91813
Pln,5.60738,5.47466,9.97274,10.1111,5.35246,5.32859
Lamtor2,7.35375,7.34546,6.94649,7.22062,6.93697,6.96175
Hey2,6.21417,5.99567,8.7599,8.82729,5.33413,5.4446
AC153538.1,3.66967,3.70326,3.394,3.42656,2.86095,2.89198
Gcat,6.8996,6.71818,5.76296,6.10465,5.99901,5.62925
Ddx3y,9.45244,9.45404,8.83969,8.69397,8.76685,8.96488
C1qtnf1,7.07042,7.11503,7.34701,7.33426,6.29403,6.29147
Pdia4,10.1763,10.2864,9.6732,9.54889,8.66982,9.03679
Gm14164,4.95353,4.94409,4.58494,4.36649,3.93285,4.13187
Psmb5,11.3237,11.3587,10.4967,10.6065,10.4548,10.474
Tmem194b,7.43365,6.89789,6.29299,6.39348,5.3547,5.25991
Rab40c,7.8384,8.10972,6.91289,6.95058,6.49188,6.38636
Lypd4,4.61262,4.50266,4.45669,4.59051,4.25139,4.11486
Tnfrsf1a,9.7325,9.60963,8.91083,9.00756,8.43194,8.57011
Uggt2,7.69304,7.54111,6.57109,6.55934,5.02411,4.97046
Fam171a2,6.00254,5.93593,6.09001,6.133,5.54267,5.29032
Jph3,6.41024,6.26396,5.78378,5.8337,5.86712,5.68344
Lama4,8.05623,8.4431,9.90176,9.80614,9.08909,9.18514
Gemin8,4.82686,4.74497,4.449,4.42552,4.58134,4.19793
Arsg,6.51339,6.59687,5.5279,5.52901,5.37696,5.21996
Cdcp1,5.74262,5.84104,5.36255,5.34424,4.94054,4.79013
Yars2,7.98881,8.03682,7.67363,7.75496,7.58287,7.96476
Gm8582,5.57452,5.49089,5.29395,5.2351,4.60433,4.47795
Psmc2,8.75664,8.71939,7.84857,7.81257,7.55948,7.88747
Col4a4,6.93073,6.92642,6.34245,6.36917,6.00675,5.85249
Hamp2,6.96007,7.06221,7.03278,6.58804,6.68939,6.2968
Olfr986,5.33493,5.22741,4.7929,4.93234,4.34426,4.14891
Tas2r118,6.41475,6.63506,6.22129,6.10327,5.70169,5.37058
Fmn2,5.94908,5.81838,4.50236,4.59205,4.10824,3.99711
G6pd2,8.91431,8.86986,8.12927,8.00952,8.08409,8.17382
Adamts12,7.20395,7.24256,7.58623,7.54162,7.01774,7.14849
Igkv1-35,5.23788,5.2487,4.92904,5.22238,4.67575,4.46863
Rhox11,4.89268,4.91614,4.68864,4.79635,4.25934,4.21026
D630042F21Rik,5.45871,5.38509,5.14885,4.96578,4.78335,4.46823
Fam59b,4.83398,4.73103,4.51033,4.39421,4.13542,4.12721
Rab22a,9.00059,9.1017,8.26742,8.39998,8.20372,8.37798
Olfr218,4.78839,4.99091,4.24873,4.50531,4.1228,4.07898
Ddx26b,9.51779,9.4914,8.34573,8.28715,7.36099,7.71582
Lrrc17,6.49248,6.53228,8.64029,8.81342,6.02893,6.16411
Cdh3,5.37719,5.32943,6.81606,6.76276,4.59756,4.28797
Fam84b,6.1319,6.37803,6.04132,6.19615,6.05048,6.2611
Lrr1,4.99485,5.03785,4.85095,4.91777,4.14367,4.12512
Adra2b,6.37659,6.34993,5.45386,5.27644,5.30361,4.98166
Olfr654,4.90402,5.18228,4.48126,4.57405,4.22589,4.29886
Smchd1,8.69337,8.78638,8.40539,8.05612,7.63344,7.79629
Gm5697,5.75723,5.86508,5.42567,5.41258,5.21103,5.20349
Npepps,9.86256,9.91946,9.29738,9.1055,8.86357,8.87554
Gpr12,5.06134,5.16999,4.55841,4.64951,4.61755,4.21365
Zbtb34,7.80967,7.9381,7.68092,7.6305,7.1901,7.11797
Apon,5.45625,5.56956,4.80627,4.84143,4.35206,4.09595
Gm9513,8.73652,9.08402,8.58303,8.35849,8.62254,7.95752
Hamp,4.68478,4.89036,8.32459,7.29507,3.95051,4.15242
Nr5a2,5.65634,5.77187,5.16823,5.34152,4.96518,5.14222
Pax7,6.12964,6.04753,5.93803,6.00081,5.68122,5.42885
Olfr1045,5.22986,5.52721,4.48045,4.67907,4.79622,4.45883
Acsl5,8.53572,8.59672,8.56937,9.11939,9.08825,9.65335
