gene,STOMACH1,STOMACH2,STOMACH3,SALIVARY_GLAND1,SALIVARY_GLAND2,SALIVARY_GLAND3
BAIAP2,1449,635,758,1004,2047,1181
BAIAP2-AS1,596,190,504,786,1376,719
BAIAP2L1,478,116,93,143,543,364
BAIAP2L2,90,53,148,162,180,183
BAIAP3,415,86,140,233,335,227
BAK1,777,979,702,784,714,788
BAMBI,779,799,1909,1708,5463,627
BANF1,3323,5852,7864,6310,3311,2841
BANF2,0,0,2,0,0,0
BANK1,145,96,196,116,281,147
BANP,726,586,1079,954,763,878
BAP1,3751,4971,5811,6926,5511,4685
BARD1,321,205,475,609,400,476
BARHL1,0,0,0,0,2,0
BARHL2,0,2,0,0,0,0
BARX1,6,6,83,225,4,16
BARX1-AS1,1,0,2,1,0,0
BARX2,14,0,0,2,0,8
BASP1,398,9898,4040,2718,1062,1445
BATF,60,142,157,112,126,247
BATF2,123,115,106,308,249,193
BATF3,212,528,277,307,423,350
BAX,1050,1397,1625,1553,1295,1679
BAZ1A,1645,1358,1236,1452,2034,2334
BAZ1B,4221,6354,7301,7217,7042,3932
BAZ2A,7420,7124,7719,9551,11355,10245
BAZ2B,2491,1452,1646,3160,4007,2704
BBC3,159,112,284,481,232,310
BBIP1,1029,781,1056,984,1675,997
BBOF1,239,181,112,176,286,176
BBOX1,2,11,8,10,6,10
BBOX1-AS1,0,4,0,0,0,11
BBS1,1438,2148,2935,3231,3412,1882
BBS10,893,681,818,1428,1177,756
BBS12,296,230,254,455,248,169
BBS2,2777,1790,2585,4382,4636,3081
BBS4,759,1098,1064,1538,1195,1211
BBS5,578,633,536,713,944,924
BBS7,698,1213,1271,1311,1678,788
BBS9,723,886,1081,1048,927,706
BBX,2662,4116,5474,5862,4993,2191
BCAM,18899,14861,34603,40088,19994,11730
BCAN,55,10,10,16,91,20
BCAP29,4540,3224,5662,6057,5057,2856
BCAP31,7988,8054,10242,8624,10052,4917
BCAR1,4615,5530,8486,7589,4582,5388
BCAR3,1898,1030,2275,2343,2227,1290
BCAR4,0,0,0,0,0,0
BCAS1,38,91,30,15,122,97
BCAS2,1239,1000,1222,1673,2011,844
BCAS3,883,1706,2676,2599,1549,979
BCAS4,57,381,406,531,77,144
BCAT1,956,1234,722,1801,1999,1188
BCAT2,2454,1753,2638,2341,1986,1159
BCCIP,1482,2049,2162,2019,1874,1292
BCDIN3D,118,92,88,120,172,90
BCDIN3D-AS1,78,54,68,78,60,57
BCHE,118,114,59,93,789,189
BCKDHA,3376,1232,1768,2339,2508,1615
BCKDHB,1697,782,1543,1783,1428,969
BCKDK,3560,3157,3323,3515,2660,2674
BCL10,615,330,270,696,771,455
BCL11A,255,10,10,44,18,69
BCL11B,49,12,16,195,72,179
BCL2,1139,974,1491,2350,3190,924
BCL2A1,165,50,38,106,80,116
BCL2L1,5555,7902,13118,9383,9410,3650
BCL2L10,0,0,2,2,2,2
BCL2L11,650,428,598,1509,1557,874
BCL2L12,391,296,288,328,551,380
BCL2L13,2614,2268,1773,2047,2797,1247
BCL2L14,2,1,5,0,1,8
BCL2L15,3,10,5,5,11,14
BCL2L2,4489,6677,8402,7460,8516,4652
BCL2L2-PABPN1,2,6,13,4,8,7
BCL3,1813,4264,3184,1642,4225,8427
BCL6,11135,12913,13585,10913,20555,10732
BCL6B,2604,312,799,871,1799,2355
BCL7A,628,705,1676,1144,801,446
BCL7B,2502,3510,4728,4099,3890,1949
BCL7C,1095,1291,2006,1930,1847,1552
BCL9,1578,1729,2534,1910,2680,1568
BCL9L,3781,9502,9596,7142,7914,4352
BCLAF1,6527,6388,7805,9356,11031,7751
BCO1,2,2,4,0,9,11
BCO2,1382,118,133,254,254,221
BCOR,1619,4007,4683,2777,3461,1485
BCORL1,1035,1842,2236,1638,1778,1487
BCORP1,0,13,14,32,0,0
BCR,3917,7634,5863,5011,5710,4650
BCS1L,1634,1690,1710,1537,1521,1928
BCYRN1,39,7,4,2,25,28
BDH1,1553,114,203,236,327,92
BDH2,1598,1097,1260,2835,3135,2033
BDKRB1,20,30,40,14,30,59
BDKRB2,891,248,643,236,1163,1031
BDNF,99,196,218,28,38,49
BDNF-AS,99,88,81,163,219,151
BDP1,2064,2072,2611,2810,3250,1785
BEAN1,91,78,172,202,77,136
BEAN1-AS1,10,16,29,46,54,82
BECN1,2039,2333,3037,2108,3022,1373
BECN2,0,0,0,0,0,0
BEGAIN,173,105,103,52,907,586
BEND2,9,1,5,0,0,0
BEND3,158,194,140,105,179,110
BEND4,24,6,0,16,54,14
BEND5,145,142,222,421,372,439
BEND6,34,126,118,119,60,114
BEND7,1076,647,1300,1112,1560,773
BEST1,1046,898,658,459,2172,1499
BEST2,8,2,0,2,7,0
BEST3,24,13,6,0,2,3
BEST4,23,19,20,45,18,60
BET1,916,768,1009,1411,1239,1028
BET1L,1440,2665,2341,3338,3287,2192
BEX1,27,71,34,31,52,29
BEX2,35,127,76,72,172,92
BEX3,3346,3556,5064,5750,3810,3074
BEX4,1781,1349,1959,1542,1437,1730
BEX5,38,95,40,213,100,71
BFAR,1626,2347,2291,2567,2319,1370
BFSP1,78,43,159,224,228,139
BFSP2,0,0,0,0,0,0
BFSP2-AS1,2,0,0,0,0,2
BGLAP,122,92,148,135,140,111
BGLT3,1,0,0,0,0,0
BGN,26873,196335,243736,280608,149558,77460
BHLHA15,0,0,7,2,1,6
BHLHA9,2,0,0,0,0,0
BHLHB9,307,241,340,367,507,304
BHLHE22,104,40,45,67,106,82
BHLHE23,0,0,0,0,1,0
BHLHE40,3408,27667,20663,5292,13979,8406
BHLHE40-AS1,85,97,110,82,117,119
BHLHE41,545,691,1221,1295,1002,1393
BHMG1,0,0,2,0,0,0
BHMT,26,9,8,14,28,28
BHMT2,598,339,488,417,902,511
BICC1,1190,2514,2478,3153,7238,4673
BICD1,813,1399,1225,904,774,901
BICD2,2796,4294,4585,4577,4517,2960
BICDL1,33,290,20,71,102,213
BICDL2,2,4,9,6,11,10
BICRA,1083,1411,1741,1132,1480,1519
BICRAL,1884,1841,2885,3151,3457,1602
BID,1061,441,393,690,834,731
BIK,20,1,6,4,10,14
BIN1,2027,2458,2802,2195,2970,2269
BIN2,596,199,191,583,422,1061
BIN3,540,452,758,687,615,629
BIRC2,2873,1316,2077,2975,3656,2484
BIRC3,805,670,661,898,1390,1248
BIRC5,34,5,8,17,10,36
BIRC6,4643,5188,5977,6314,6638,4929
BIRC7,3,5,8,36,6,16
BIRC8,0,0,0,0,0,0
BIVM,2220,1101,1316,1736,2400,1894
BLCAP,4276,2523,3592,2750,5129,3803
BLID,1,2,2,1,0,0
BLK,5,7,0,38,13,71
BLM,154,36,24,57,118,66
BLMH,1916,2158,2123,2503,2307,2135
BLNK,109,18,46,298,165,365
BLOC1S1,1702,1577,2531,3010,2576,2163
BLOC1S2,905,772,846,1120,1123,1035
BLOC1S3,556,591,698,903,699,716
BLOC1S4,369,417,516,704,732,591
BLOC1S5,568,479,700,778,794,503
BLOC1S6,2421,2415,2685,3496,4653,2538
BLVRA,1568,1518,2146,2132,1875,1655
BLVRB,2766,1810,2957,2598,3667,2849
BLZF1,957,1296,1340,1584,1486,863
BMF,514,56,218,775,938,1060
BMI1,2723,3727,5080,5298,4288,2432
BMP1,3859,16288,11216,5521,5919,6888
BMP10,6,0,0,2,2,0
BMP15,0,0,0,0,0,0
BMP2,845,465,918,890,1130,299
BMP2K,315,337,248,429,591,1100
BMP3,62,8,44,6,155,14
BMP4,432,932,1511,1337,2751,1592
BMP5,680,62,10,37,164,22
BMP6,328,426,682,171,1722,241
BMP7,407,41,18,4,74,52
BMP8A,26,28,17,30,45,17
BMP8B,495,408,220,130,339,205
BMPER,323,58,206,133,706,308
BMPR1A,2024,2427,3877,3779,4277,2191
BMPR1B,113,270,668,737,81,367
BMPR2,6708,7815,9988,12698,11511,4746
BMS1,2224,3004,3411,2304,3250,2098
BMS1P5,64,17,46,50,35,49
BMT2,840,498,809,1050,809,487
BMX,576,339,506,225,1057,371
BNC1,22,104,4,2,43,18
BNC2,925,759,917,674,1831,1948
BNIP1,387,256,384,382,413,393
BNIP2,4552,3405,5286,6474,7188,4212
BNIP3,3705,1437,1690,1558,1755,838
BNIP3L,6343,4685,5873,10007,17758,5257
BNIPL,38,28,6,35,34,19
BOC,968,1293,1279,1304,3674,3310
BOD1,1597,2398,2553,2303,2159,1734
BOD1L1,3139,3109,4417,4230,6165,3345
BOD1L2,2,7,2,4,2,0
BOK,2258,1304,1490,553,3456,2085
BOLA1,536,425,574,872,545,517
LOC107984053,19,6,29,18,12,18
BOLA3,973,591,722,425,433,302
BOLA3-AS1,196,246,357,235,324,95
BOLL,2,0,1,0,0,2
BORA,105,97,126,131,206,193
BORCS5,198,345,370,409,379,160
BORCS6,644,540,879,1105,700,669
BORCS7,1377,1225,1190,2125,2421,1316
BORCS8,924,1146,1205,1125,1241,1276
BPESC1,0,0,0,0,0,0
BPGM,806,906,999,678,1003,529
BPHL,420,161,190,166,431,366
BPI,0,38,53,49,33,66
BPIFA1,0,0,0,0,0,0
BPIFA2,0,0,0,0,0,2
BPIFA3,0,0,0,0,0,0
BPIFA4P,0,0,0,0,0,0
BPIFB1,0,0,2,2,2,12
BPIFB2,0,4,0,0,0,0
BPIFB3,0,0,0,0,0,0
BPIFB4,0,0,0,0,5,28
BPIFB6,0,0,0,0,0,0
BPIFC,0,0,1,0,5,4
BPNT1,892,738,1129,1135,1077,550
BPTF,3980,3430,5470,5385,7662,4160
BPY2,0,0,0,0,0,0
BPY2B,0,0,0,0,0,0
BPY2C,0,0,0,0,0,0
BRAF,1767,2050,2202,2490,2394,1707
BRAP,1001,1024,1355,1731,1433,954
BRAT1,2318,2235,2666,3016,3476,3440
BRCA1,321,202,255,290,380,189
BRCA2,47,58,18,55,107,201
BRCC3,742,700,800,892,889,654
BRD1,2228,1980,2717,3483,3876,3118
BRD2,10407,13534,15187,15444,19133,13820
BRD3,1639,1867,2171,2524,2423,1287
BRD4,4469,8696,8035,7196,6911,5664
BRD7,2496,2753,4769,3740,3540,2356
BRD8,2849,2830,4154,3618,3706,3493
BRD9,1592,1940,2267,2229,2758,2442
BRDT,0,2,0,0,5,1
BRF1,1635,1433,1737,2251,2386,2512
BRF2,242,297,351,527,371,289
BRI3,3462,3350,5868,5659,5569,3929
BRI3BP,432,388,508,566,706,295
LOC641367,0,0,0,2,2,0
BRICD5,508,463,549,574,423,654
BRINP1,18,96,128,350,390,37
BRINP2,38,44,6,8,77,5
BRINP3,12,0,0,0,6,0
BRIP1,45,10,15,52,42,107
BRIX1,645,982,937,1096,1232,809
BRK1,6034,8350,11430,12237,9518,6074
BRMS1,1087,1686,1477,1316,1680,1371
BRMS1L,752,599,991,1149,1232,569
BROX,1609,977,1358,2937,2471,1757
BRPF1,1282,1427,1666,1793,2228,1796
BRPF3,1629,2864,3515,2726,3197,1781
BRS3,0,0,2,2,0,0
BRSK1,295,735,896,590,852,980
BRSK2,268,1213,1112,397,198,81
BRWD1,4064,2620,2996,4795,5246,4203
BRWD1-AS1,3,4,0,0,1,0
BRWD1-IT2,16,2,6,12,11,8
BRWD3,1364,1229,1325,1814,2296,2021
BSCL2,2150,2188,2748,3393,2992,2484
BSDC1,3978,3122,4874,5776,6490,3650
BSG,47024,21309,29648,32942,23944,12531
BSN,129,130,75,120,148,167
BSN-AS2,5,0,3,16,4,9
BSND,0,2,0,0,0,0
BSPH1,0,0,0,0,0,0
BSPRY,69,4,6,30,46,32
BST1,420,384,456,654,1398,623
BST2,3373,1008,2451,2672,3321,5600
BSX,0,0,1,0,0,0
BTAF1,4533,3626,4479,6176,9442,10457
BTBD1,5933,2760,3182,3327,3809,2292
BTBD10,1195,1588,1974,1963,1807,1464
BTBD11,60,8,3,19,47,157
BTBD16,11,18,1,55,12,10
BTBD17,3,3,4,6,0,49
BTBD18,10,0,0,8,3,14
BTBD19,226,301,492,531,735,591
BTBD2,4149,3202,5501,6462,5883,4358
BTBD3,2670,1649,1801,1803,3223,1678
BTBD6,3163,2217,5034,3077,4221,3128
BTBD7,1896,2183,2858,3089,3165,2018
BTBD9,790,1611,1485,1366,1156,859
BTC,61,303,527,931,338,400
BTD,571,423,796,1100,946,455
BTF3,16664,15769,20026,22841,23314,12961
BTF3L4,1647,1712,1848,1948,2222,1450
BTG1,7602,6679,5884,8595,8405,5656
BTG2,10263,16769,16354,10372,68273,6602
BTG3,695,1198,1255,1175,1697,745
BTG4,0,0,1,0,4,0
BTK,498,195,173,357,459,968
BTLA,8,8,8,33,8,62
BTN1A1,5,3,2,6,11,12
BTN2A1,2309,2616,4022,2870,4075,4093
BTN2A2,516,562,580,873,1067,1542
BTN2A3P,450,253,270,326,543,803
BTN3A1,2019,968,934,2041,2468,4663
BTN3A2,1795,1406,1428,1259,2903,3220
BTN3A3,1671,945,1014,1130,2190,2920
BTNL2,2,0,3,1,0,4
BTNL3,12,2,5,0,18,16
BTNL8,6,5,4,3,11,2
BTNL9,35235,432,1087,2099,17932,8134
BTRC,2049,1286,1516,1732,1826,1325
BUB1,63,23,24,60,46,104
BUB1B,83,8,10,53,16,82
BUB3,2665,2827,3391,4496,3927,2965
BUD13,746,622,978,1227,1289,1011
BUD23,2428,2474,2868,2243,2586,1777
BUD31,814,1306,1303,1442,1237,761
BVES,3784,1673,2955,1269,1691,483
BVES-AS1,96,44,92,54,74,39
LOC105369268,0,0,0,0,0,0
LOC105378385,0,1,3,2,1,5
TEX50,0,0,4,0,0,0
LOC101929523,29,405,209,108,112,202
LOC441666,98,69,88,103,129,67
LOC105377213,0,0,0,0,3,0
BYSL,503,998,720,312,601,585
BZW1,2905,4770,3298,3265,4608,2911
BZW2,8171,2207,1643,1046,1580,1270
C10orf10,6352,82833,28286,56969,9859,10610
C10orf105,14,18,11,6,26,42
C10orf107,7,4,4,212,49,23
C10orf113,0,0,0,0,0,0
C10orf120,0,0,0,0,0,0
C10orf128,2692,437,755,1221,2500,3455
FAM241B,65,326,313,281,65,139
C10orf53,0,2,0,0,0,0
C10orf55,9,7,15,26,14,67
C10orf62,16,4,14,10,2,4
C10orf67,4,0,0,3,2,0
C10orf71,2477,12,28,26,84,6
C10orf76,3392,1961,2454,2233,1845,1771
C10orf82,28,13,8,9,17,20
C10orf88,550,333,518,607,753,619
C10orf90,0,4,0,0,4,0
C10orf95,2,0,4,2,1,7
C10orf99,8,0,0,6,0,6
C11orf1,483,261,311,540,392,262
C11orf16,2,2,3,0,0,1
C11orf21,1311,31,29,158,128,492
C11orf24,1566,4020,3741,2714,2408,2038
C11orf40,0,0,0,0,0,0
C11orf42,8,1,1,6,6,8
C11orf45,261,42,49,127,74,245
C11orf49,841,988,1225,913,1061,828
C11orf52,89,42,125,134,200,108
C11orf53,0,2,0,0,0,0
C11orf54,2025,1097,1165,1887,2116,1416
C11orf57,1405,1128,1099,1664,1804,1241
C11orf58,5388,6911,6954,9177,7721,3782
C11orf63,179,278,411,341,335,180
C11orf65,31,27,25,33,24,47
C11orf68,1692,1551,3707,4538,2563,2681
C11orf70,36,113,112,241,214,93
C11orf71,0,0,0,0,0,2
C11orf72,2,1,0,2,5,0
C11orf74,743,377,578,609,686,308
C11orf80,189,182,255,217,380,414
C11orf84,531,1171,1473,1178,861,782
C11orf86,0,2,4,0,4,0
C11orf87,26,0,0,2,8,0
C11orf88,6,2,4,10,2,5
C11orf91,2,20,1,0,3,10
C11orf94,1,1,1,1,0,0
C11orf95,2273,3195,2720,4089,4921,2908
C11orf96,5372,24618,41642,18956,26982,20399
C11orf97,0,0,0,0,0,0
C12orf10,1173,1531,1799,1962,1659,1254
C12orf29,567,644,765,1151,1037,669
C12orf4,958,1026,901,1008,1147,1071
C12orf40,0,0,0,0,2,2
C12orf42,1,2,0,2,0,7
C12orf43,567,750,1021,718,1043,588
C12orf45,213,343,335,292,299,278
C12orf49,611,547,516,576,1148,459
C12orf50,2,5,2,0,2,0
C12orf54,3,4,6,5,16,11
C12orf56,15,2,2,0,6,3
C12orf57,1448,2273,3138,3189,3009,1986
C12orf60,238,58,90,312,354,128
C12orf65,629,469,807,880,1011,664
C12orf66,208,220,235,316,376,281
C12orf71,7,5,8,8,7,9
C12orf73,344,296,409,452,364,415
C12orf74,0,0,0,0,0,0
C12orf75,434,2221,9049,7899,2965,1639
C12orf76,494,549,540,747,722,713
ERG28,954,1183,1870,1537,1630,919
CCDC198,0,2,2,0,0,0
C14orf119,1715,1686,2124,1924,2463,1727
C14orf132,1006,1170,2014,2053,1946,1616
DGLUCY,6412,1078,1596,1410,2811,2245
C14orf166,5720,4210,5430,5194,4944,3060
C14orf177,0,0,0,0,0,0
C14orf178,0,0,2,8,2,0
C14orf180,2148,211,743,1267,1894,528
C14orf2,4781,2100,2152,2149,2335,2066
C14orf28,453,197,557,1109,801,531
C14orf37,512,163,268,365,550,254
C14orf39,2,0,2,0,12,26
CLBA1,335,590,516,741,548,521
TEDC1,358,341,612,379,403,488
C14orf93,453,318,340,562,643,446
C15orf39,1295,3444,3444,3172,3363,1998
C15orf40,421,389,568,730,747,618
C15orf41,6099,531,791,1093,755,501
C15orf48,9,1,2,39,17,15
C15orf52,4661,4495,5975,5073,1814,3121
C15orf53,0,0,0,0,0,0
C15orf54,0,2,0,0,0,2
CCDC32,677,518,538,630,548,675
C15orf59,1574,293,663,712,1851,536
C15orf61,323,234,279,252,268,153
C15orf62,155,120,137,244,310,249
C15orf65,111,41,76,83,32,25
C16orf45,2581,4497,5711,4325,4422,2492
C16orf46,79,87,105,62,64,67
LOC102725138,1123,978,1097,1227,1536,1121
LOC105369277,118,6,8,114,103,153
C16orf58,2186,3394,3668,3810,3995,3287
TEDC2,23,30,26,19,34,50
C16orf62,2403,2623,3656,3857,3268,2066
C16orf70,812,750,1008,1357,1232,1208
C16orf71,20,31,31,28,24,17
C16orf72,2386,3246,3717,4372,3412,2116
C16orf74,42,32,9,12,44,66
C16orf78,2,2,2,0,0,2
C16orf82,4,8,6,0,1,2
C16orf86,260,171,192,424,352,348
C16orf87,488,412,426,484,350,265
C16orf89,351,223,335,276,1830,806
C16orf90,3,0,0,1,0,0
C16orf91,350,394,410,415,434,384
C16orf92,0,0,0,0,0,0
C16orf95,94,80,100,141,97,92
C16orf96,8,2,0,10,19,24
C17orf105,2,4,3,6,6,4
C17orf107,15,46,45,81,188,53
C17orf47,4,8,2,3,4,3
C17orf49,175,231,217,134,222,235
C17orf51,1047,933,1190,1064,1101,1000
C17orf53,55,28,39,53,136,80
C17orf58,424,318,345,262,680,566
C17orf62,2397,3671,3146,3441,3821,7046
C17orf64,1,2,2,8,8,7
C17orf67,154,71,128,83,148,176
SPEM2,0,8,4,0,0,0
C17orf75,537,359,413,509,541,416
C17orf80,1195,1045,1166,1542,1556,1145
C17orf97,134,66,55,261,204,231
C17orf99,2,0,2,0,2,4
C18orf21,493,303,403,541,567,461
C18orf25,1975,1541,1682,2024,1929,1684
C18orf32,2185,2034,2628,2659,2687,1311
C18orf54,251,224,181,359,296,242
C18orf63,0,0,0,0,0,0
C18orf8,766,1316,1674,1474,1331,965
C19orf12,1797,1297,1541,1423,2799,1454
C19orf18,103,25,19,48,123,69
C19orf24,723,1534,1153,994,1053,1067
C19orf25,700,1257,1268,1433,1006,910
C19orf33,86,48,56,59,242,87
C19orf35,39,36,43,39,78,71
C19orf38,94,41,29,40,98,159
TRIR,4270,4988,7591,5931,6684,4875
C19orf44,364,480,766,460,568,447
C19orf47,1885,1142,1641,1078,851,620
C19orf48,540,1017,669,726,958,914
C19orf53,2270,2793,3358,3121,2722,2031
C19orf54,715,415,402,737,823,879
C19orf57,47,75,77,142,141,91
REX1BD,1412,1237,1608,1699,1708,2226
C19orf66,1092,1335,1401,1768,2019,2439
C19orf67,5,3,8,10,0,8
ZSWIM9,154,292,417,346,392,226
C19orf70,2627,2459,2733,1887,2129,1528
C19orf71,107,103,99,156,156,169
C19orf73,21,12,20,24,31,20
C19orf81,13,0,0,5,4,3
C19orf84,4,2,0,0,2,1
C1D,707,535,866,793,581,667
C1GALT1,956,782,961,1297,2083,1662
C1GALT1C1,860,1070,1578,934,1323,534
C1GALT1C1L,28,38,49,76,81,32
C1orf100,8,3,4,3,4,6
C1orf105,218,2,0,0,2,0
C1orf106,3,0,10,25,44,13
C1orf109,541,814,849,994,1164,719
C1orf112,178,179,202,225,271,271
C1orf115,2503,926,1196,1000,2955,2481
C1orf116,26,0,4,10,10,10
C1orf122,1189,1626,2344,1942,1360,1780
C1orf123,2168,2394,4299,3704,3768,2428
C1orf127,31,0,4,28,24,71
C1orf131,674,575,535,817,681,898
C1orf140,6,12,11,26,22,4
C1orf141,0,0,0,0,2,0
C1orf146,2,1,1,0,4,5
C1orf158,4,3,1,0,0,0
C1orf159,736,708,658,760,777,1356
C1orf162,1781,1351,854,1194,1787,1450
FYB2,696,10,4,4,0,1
C1orf174,943,680,819,872,1307,1516
C1orf185,0,0,0,0,0,0
C1orf189,0,3,3,3,3,0
C1orf194,3,0,1,0,2,1
C1orf198,4648,8713,24455,20045,13497,6431
SNHG28,103,24,122,177,158,184
C1orf21,3967,1508,1247,1938,7766,2557
C1orf210,2,2,0,7,6,6
C1orf216,1177,1633,2273,2011,2040,1784
C1orf220,7,7,7,14,4,20
C1orf226,348,162,733,822,1032,289
C1orf228,272,10,8,60,103,342
C1orf27,1331,813,1328,1357,2001,1237
C1orf35,599,678,901,1041,895,1166
C1orf43,7790,7362,8574,7415,9809,4458
C1orf50,386,305,334,574,383,378
C1orf52,974,716,1010,1148,1328,1229
C1orf53,88,52,43,43,48,23
C1orf54,609,243,675,1464,609,997
C1orf56,298,172,247,637,421,234
C1orf61,4,0,2,14,37,5
SRARP,24,0,0,0,14,0
C1orf68,2,0,0,0,0,0
C1orf74,94,46,64,56,51,75
C1orf87,0,0,6,74,4,4
C1orf94,2,0,2,2,0,2
C1QA,4862,2358,3033,8935,6681,6117
C1QB,7524,3680,5434,11989,6977,6889
C1QBP,2688,3349,3554,1995,2236,1584
C1QC,6646,2973,4429,7444,7000,6508
C1QL1,66,86,17,32,60,90
C1QL2,0,2,0,2,18,7
C1QL3,53,17,26,50,94,37
C1QL4,0,0,0,4,0,0
C1QTNF1,9427,67677,50483,61883,46109,9864
C1QTNF12,44,43,41,23,54,120
C1QTNF1-AS1,11,35,19,9,39,7
C1QTNF2,272,526,1234,1090,1017,599
C1QTNF3,155,120,171,352,317,1011
C1QTNF4,40,21,30,35,70,231
C1QTNF6,384,338,309,752,712,1237
C1QTNF7,506,322,2798,6047,4484,745
C1QTNF8,0,3,20,121,2,22
C1QTNF9,108,7,18,30,75,75
C1QTNF9B,16,1,3,2,13,4
C1R,14149,43404,46804,51057,75723,47747
C1RL,2830,3489,4258,6067,9059,6074
C1RL-AS1,396,590,399,522,690,1617
C1S,19338,40764,46623,64670,96540,53483
C2,735,851,925,1842,1583,2124
C20orf141,0,9,2,0,0,4
C20orf144,0,0,0,0,1,0
C20orf173,0,0,0,0,0,0
C20orf194,3685,3762,4487,4734,5364,3847
C20orf196,131,75,127,147,170,139
C20orf202,54,4,12,12,68,48
C20orf204,86,66,68,125,72,162
C20orf24,1328,1592,2259,1444,1374,1115
C20orf27,2457,1426,1542,1342,2600,2593
C20orf85,0,2,0,0,0,0
C20orf96,504,479,375,618,1005,906
LOC102723451,53,74,97,80,84,136
C21orf2,954,884,1262,1600,1585,1144
LOC102724023,7315,3096,4152,4830,4493,3258
C21orf58,184,98,149,250,180,237
C21orf59,1516,1972,2371,2174,2222,1816
C21orf62,7,14,20,3,34,16
C21orf91,1494,448,326,972,1100,810
C21orf91-OT1,4,0,0,0,2,0
C22orf15,2,1,8,0,7,11
C22orf23,159,148,244,261,256,139
RTL10,698,649,896,1003,1114,1458
C22orf31,2,1,0,0,2,4
C22orf34,161,93,81,116,194,306
C22orf39,2379,1716,3202,2938,2751,1884
C22orf42,4,0,4,0,0,0
C22orf46,862,698,682,1044,1466,800
C2CD2,3167,7806,8206,6531,5610,2733
C2CD2L,970,1132,1245,1407,1157,1427
C2CD3,1076,1658,1677,1255,1523,1122
C2CD4A,4,10,2,0,6,6
C2CD4B,161,125,121,60,213,587
C2CD4C,392,34,10,74,284,82
C2CD4D,5,2,1,9,35,15
C2CD5,2737,1597,2384,3482,3794,2556
C2CD6,137,19,33,137,81,78
C2orf15,17,16,15,40,30,30
C2orf16,30,46,62,71,66,62
C2orf40,1554,2123,5862,11976,1103,3651
C2orf42,463,440,626,740,881,589
C2orf49,1208,914,1156,1620,1959,1165
C2orf50,7,8,6,4,1,2
C2orf54,7,0,2,4,4,16
C2orf66,12,19,2,14,18,23
C2orf68,1283,770,1189,1523,1426,1632
C2orf69,774,451,588,668,1089,413
C2orf70,6,8,3,1,9,2
C2orf71,68,5,4,3,0,5
C2orf72,14,17,26,16,18,4
C2orf73,8,9,6,6,3,4
C2orf74,0,0,0,0,0,0
C2orf76,196,271,365,454,433,201
C2orf78,0,0,0,0,0,0
C2orf80,2,0,0,0,0,0
C2orf82,27,6,9,11,19,31
C2orf83,0,0,0,0,0,0
C2orf88,1146,289,428,239,879,353
C2orf91,9,0,4,5,19,18
C3,19203,98567,73636,48230,154464,103460
C3AR1,1308,305,559,1739,1318,1753
C3orf14,170,401,405,338,358,184
C3orf18,1034,627,1115,1211,1375,996
C3orf20,6,4,7,1,7,6
C3orf22,0,1,0,2,6,3
C3orf30,0,1,0,0,0,0
C3orf33,290,174,204,280,395,218
C3orf35,47,24,53,59,95,101
C3orf36,104,9,6,29,254,86
C3orf38,597,316,405,784,849,541
C3orf52,120,132,163,33,52,138
C3orf58,736,1189,1716,1821,1750,936
C3orf62,703,351,426,515,758,820
C3orf67,6,28,12,16,35,3
C3orf67-AS1,0,0,0,0,0,0
C3orf70,533,1078,2165,1224,1873,899
C3orf80,47,14,33,42,92,31
C3orf84,0,2,0,0,0,0
C3P1,0,0,2,0,2,6
C4A,309,1176,813,2682,1540,1113
C4B,282,867,556,3583,1062,846
C2-AS1,0,1,0,1,0,1
C4BPA,20,0,8,9,2,7
C4BPB,27,11,9,0,117,391
C4orf17,0,0,0,0,0,0
C4orf19,17,22,10,6,38,34
C4orf22,0,1,1,2,0,0
C4orf26,1,2,0,2,10,4
C4orf3,6893,6827,9417,13064,12783,7020
FAM241A,4257,1308,1502,2149,2486,2162
C4orf33,404,195,348,545,865,523
AFF1-AS1,112,66,67,101,130,111
C4orf45,4,6,0,7,2,1
C4orf46,441,293,249,329,395,358
C4orf47,11,17,16,40,27,41
C4orf48,25,56,121,41,56,155
C4orf51,0,0,0,0,0,0
C5,620,763,925,1933,1071,855
C5AR1,1394,1137,890,1267,3349,1274
C5AR2,195,220,93,171,493,406
C5orf15,2380,1800,2458,2461,3004,1767
C5orf17,0,0,0,3,0,0
C5orf22,1109,640,974,922,1092,680
C5orf24,3183,3889,5129,5348,5329,3237
C5orf30,462,173,364,434,830,488
C5orf34,65,98,91,131,124,94
C5orf38,19,107,30,77,283,122
C5orf42,1204,1304,1561,1844,1895,1713
C5orf46,51,202,703,417,26,44
C5orf47,2,2,0,2,0,9
C5orf49,4,8,2,1,29,10
C5orf51,1615,1528,1950,2467,2650,1282
C5orf52,0,1,0,0,0,0
C5orf58,53,20,24,33,81,105
C5orf63,245,128,118,42,218,172
C5orf64,4,0,4,8,10,2
C5orf66-AS1,0,0,0,0,0,0
C5orf66-AS2,0,0,0,0,0,0
C5orf67,1,1,1,2,7,7
C6,1560,490,837,991,13602,1375
C6orf10,4,0,3,0,3,1
C6orf106,6596,7971,9643,7729,7881,4009
C6orf118,0,0,0,0,0,0
C6orf120,1472,1295,1278,1871,2284,1198
C6orf132,100,96,173,63,274,237
C6orf136,1455,445,606,662,733,835
C6orf141,308,58,125,78,149,363
C6orf15,0,0,0,0,0,0
